es_ID;Study_no;author;title;date;research_group;source;species_latin;species_eng;geographic_location;model_species_0_wild_1_lab;tip_label;sex;age;pollution_type;measured_part_oryginal;measured_part;colour_type;HSB;UV_VIS_UV_VIS_other;method;carotenoids;colour_comment;study_type;raw_or_model;n;ES_physic;ES_biol
368;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.020709635;0.020709635
386;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.253779814;0.253779814
387;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.159688578;-0.159688578
369;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;0.067603823;-0.067603823
389;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.4269433;0.4269433
390;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.41238;-0.41238
370;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;0.182867292;-0.182867292
392;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.25132676;0.25132676
393;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;0.079271315;0.079271315
371;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.083664758;0.083664758
395;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.123582689;0.123582689
396;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.197911663;-0.197911663
372;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;0.121128749;-0.121128749
398;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.40337579;0.40337579
399;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.3544;-0.3544
373;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;0.019648145;-0.019648145
401;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.285605067;0.285605067
402;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;0.205836903;0.205836903
374;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.222780021;0.222780021
404;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.182449764;0.182449764
405;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.104236307;-0.104236307
375;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.037485982;0.037485982
407;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.372732;0.372732
408;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.26634;-0.26634
376;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;0.011036988;-0.011036988
410;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.32855298;0.32855298
411;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;0.173400734;0.173400734
377;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.197357501;0.197357501
413;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.224444707;0.224444707
414;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.111713103;-0.111713103
378;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.064187302;0.064187302
416;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.33860424;0.33860424
417;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.30595;-0.30595
379;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;0.186767971;-0.186767971
419;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.136583245;0.136583245
420;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;0.162633996;0.162633996
380;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.15748383;0.15748383
422;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.06697175;0.06697175
423;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.006820544;-0.006820544
381;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.045406424;0.045406424
425;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.26833375;0.26833375
426;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.16228;-0.16228
382;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;0.027580559;-0.027580559
428;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.205737733;0.205737733
429;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;0.110809398;0.110809398
383;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.165960594;0.165960594
431;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.126808755;0.126808755
432;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;0.13209191;0.13209191
384;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.199017792;0.199017792
434;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.1652066;0.1652066
435;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.09836;-0.09836
385;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.03413766;0.03413766
437;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.153595889;0.153595889
438;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;0.081224875;0.081224875
386;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.169746191;0.169746191
440;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.010054735;0.010054735
441;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;0.008488559;0.008488559
387;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.000017361;0.000017361
388;59;Rodriguez_Martinez, S;A source of exogenous oxidative stress improves oxidative status and favors pheomelanin synthesis in zebra finches;2020;Galvan Lab;new2023;Taeniopygia_guttata;zebra finch;Seville, Spain;1;Taeniopygia_guttata;M;AD;persistent_organic_pollutants;feathers (flank);feathers;melanin-based;brightness;UV-VIS;spectro;NA;values denoting darker colors (i.e., higher color intensity) and higher pheomelanin contents;E;raw;40;0.213070495;-0.213070495
389;60;DePinto, KN;Back to the future: does previously grown ornamental colouration in male House Finches reveal mate quality at the time of pair formation?;2022;McGraw Lab;new2023;Carpodacus_mexicanus;House Finch;Arizona;0;Carpodacus_mexicanus;M;AD;urbanisation;feathers;feathers;carotenoid-based;saturation;UV-VIS;photo;NA;;O;raw;57;0.213070495;0.213070495
