es_ID;Study_no;author;title;date;research_group;source;species_latin;species_eng;geographic_location;model_species_0_wild_1_lab;tip_label;sex;age;pollution_type;measured_part_oryginal;measured_part;colour_type;HSB;UV_VIS_UV_VIS_other;method;carotenoids_type;colour_comment;study_type;raw_or_model;n;ES_physic;ES_biol
258;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;foot;bare part;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;10;-0.0215748;-0.0215748
259;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;foot;bare part;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;10;0.054060589;0.054060589
260;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;18;0.370858454;-0.370858454
261;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;18;0.110761416;-0.110761416
262;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;18;0.172871734;-0.172871734
263;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;18;0;0
264;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;18;0.333296187;-0.333296187
265;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;18;0.173411646;-0.173411646
266;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;foot;bare part;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;18;-0.218094178;0.218094178
267;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;10;-0.165165686;0.165165686
268;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;10;0.242896899;-0.242896899
269;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;10;0.297332339;-0.297332339
270;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;10;0.043637875;-0.043637875
271;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;10;0.054538016;-0.054538016
272;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;VIS;spectro;converted;"""Converted""";E;raw;10;0.202062377;-0.202062377
273;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;foot;bare part;carotenoid-based;hue;UV;spectro;converted;"""Converted""";E;raw;10;-0.310519291;0.310519291
274;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;18;-0.161195998;-0.161195998
275;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;18;0.202327508;0.202327508
276;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;18;-0.161195998;-0.161195998
277;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;18;0.102753435;0.102753435
278;40;Sughrue et al.;Environmental Pollution Affects the Plumage Color of Great Tit Nestlings through Carotenoid Availability;2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;18;0;0
279;40;Sughrue et al.;Environmental Pollution Affects the Plumage Color of Great Tit Nestlings through Carotenoid Availability;2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;18;0;0
280;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;foot;bare part;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;18;0;0
281;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;foot;bare part;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;18;-0.054363484;-0.054363484
282;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;10;0.140520008;0.140520008
283;40;Sughrue et al.;Environmental Pollution Affects the Plumage Color of Great Tit Nestlings through Carotenoid Availability;2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;10;-0.157672055;-0.157672055
284;40;Sughrue et al.;Environmental Pollution Affects the Plumage Color of Great Tit Nestlings through Carotenoid Availability;2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;10;0.040022366;0.040022366
285;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;10;-0.148678759;-0.148678759
286;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;10;0.391752099;0.391752099
287;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;10;-0.648341856;-0.648341856
288;40;Sughrue et al.;Environmental Pollution Affects the Plumage Color of Great Tit Nestlings through Carotenoid Availability;2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;foot;bare part;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;10;0.187055732;0.187055732
289;40;Sughrue et al.;Environmental Pollution Affects the Plumage Color of Great Tit Nestlings through Carotenoid Availability;2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;foot;bare part;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;10;-0.280370861;-0.280370861
290;41;Eeva et al.;Environmental Pollution Affects the Plumage Color of Great Tit Nestlings through Carotenoid Availability;2008;Eeva Lab;Web of Science;Parus major;great tit;"Harjavalta; Finland";0;Parus_major;M/F;JUV;heavy_metals;breast;feathers;carotenoid-based;saturation;VIS;photo;dietary;"""Dietary""";O;model;111;-0.196548091;-0.196548091
291;41;Eeva et al.;Environmental Pollution Affects the Plumage Color of Great Tit Nestlings through Carotenoid Availability;2008;Eeva Lab;Web of Science;Parus major;great tit;"Harjavalta; Finland";0;Parus_major;M/F;JUV;heavy_metals;breast;feathers;carotenoid-based;saturation;VIS;photo;dietary;"""Dietary""";O;model;56;0.027;0.027
292;42;Ellegren et al.;"Fitness loss and germline mutations in barn swallows
breeding in Chernobyl";1997;Beltsville Agricultural Research Center;backward search;Hirundo rustica;barn swallow;"Maryland; USA";0;Hirundo_rustica;M/F;AD;other;whole body;feathers;structural;other;other;other;NA;;O;raw;116;NA;-0.158958508
293;42;Ellegren et al.;"Fitness loss and germline
mutations in barn swallows
breeding in Chernobyl";1997;Beltsville Agricultural Research Center;backward search;Hirundo rustica;barn swallow;"Maryland; USA";0;Hirundo_rustica;M/F;AD;other;whole body;feathers;structural;other;other;other;NA;;O;raw;92;NA;-0.164731367
294;43;Alonso-Alvarez et al.;"Free Radical Exposure Creates Paler Carotenoid-Based
Ornaments: A Possible Interaction in the Expression of
Black and Red Traits";2011;Galvan Lab;backward search;Alectoris rufa;red-legged partridge;Ciudad Real, Spain;1;Alectoris_rufa;M/F;JUV;persistent_organic_pollutants;upper and lower mandible and eye-ring;bare part;carotenoid-based;hue;VIS;photo;converted;"""Converted""";E;model;39;0.528175017;-0.528175017
295;44;Galvan et al.;The expression of melanin-based plumage is separately modulated by exogenous oxidative stress and a melanocortin;2009;Beltsville Agricultural Research Center;backward search;Alectoris rufa;red-legged partridge;"Maryland; USA";1;Alectoris_rufa;M/F;JUV;persistent_organic_pollutants;black-spotted bib;feathers;melanin-based;other;other;photo;NA;;E;raw;39;NA;0.495308817
296;44;Galvan et al.;The expression of melanin-based plumage is separately modulated by exogenous oxidative stress and a melanocortin;2009;Beltsville Agricultural Research Center;backward search;Alectoris rufa;red-legged partridge;"Maryland; USA";1;Alectoris_rufa;M/F;JUV;persistent_organic_pollutants;eumelanic flank bands;feathers;melanin-based;other;other;photo;NA;;E;raw;39;NA;0.651706054
297;44;Galvan et al.;The expression of melanin-based plumage is separately modulated by exogenous oxidative stress and a melanocortin;2009;Beltsville Agricultural Research Center;backward search;Alectoris rufa;red-legged partridge;"Maryland; USA";1;Alectoris_rufa;M/F;JUV;persistent_organic_pollutants;pheomelanic flank bands;feathers;melanin-based;other;other;photo;NA;;E;raw;39;NA;-0.308279374
298;45;Horak et al.;Carotenoid-based plumage coloration reflects hemoparasite infection and local survival in breeding great tits;2001;Horak Lab;Web of Science;Parus major;great tit;"Tartu; Estonia";0;Parus_major;M/F;AD;urbanisation;breast;feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";O;raw;332;-0.125491259;-0.125491259
299;45;Horak et al.;Carotenoid-based plumage coloration reflects hemoparasite infection and local survival in breeding great tits;2001;Horak Lab;Web of Science;Parus major;great tit;"Tartu; Estonia";0;Parus_major;M/F;AD;urbanisation;breast;feathers;carotenoid-based;hue;VIS;spectro;dietary;"""Dietary""";O;raw;332;-0.23292856;-0.23292856
300;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;M;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;12;NA;-0.343496031
301;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;M;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;12;NA;-0.768126048
302;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;F;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;12;NA;-0.225780475
303;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;F;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;11;NA;-0.684146188
304;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;M;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;12;NA;-0.562934773
305;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;M;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;11;NA;-0.82978193
306;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;F;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;11;NA;-0.400670808
307;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;F;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;13;NA;-0.545258429
308;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;M;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;12;NA;0.034189832
309;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;M;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;12;NA;-0.603229687
310;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;F;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;12;NA;-0.254455847
311;46;Lopez-Antia et al.;Experimental exposure of red-legged partridges (Alectoris rufa) to seeds coated with imidacloprid, thiram and difenoconazole;2013;Mateo Lab;backward search;Alectoris rufa;red-legged partridge;"Ciudad Real; Spain";1;Alectoris_rufa;F;AD;persistent_organic_pollutants;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;raw;11;NA;-0.547210282
312;47;Isaksson et al.;Plasma Glutathione and Carotenoid Coloration as Potential Biomarkers of Environmental Stress in Great Tits;2005;Andersson Lab;Scopus;Parus major;great tit;"Goeteborg; Sweden";0;Parus_major;M/F;JUV;urbanisation;breast;feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";O;model;131;-0.491515948;-0.491515948
313;47;Isaksson et al.;Plasma Glutathione and Carotenoid Coloration as Potential Biomarkers of Environmental Stress in Great Tits;2005;Andersson Lab;Scopus;Parus major;great tit;"Goeteborg; Sweden";0;Parus_major;M/F;AD;urbanisation;breast;feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";O;model;51;-0.517138048;-0.517138048
314;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;E;raw;27;0.011240501;0.011240501
315;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;E;raw;27;0.493518086;0.493518086
316;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare part;carotenoid-based;saturation;VIS;spectro;converted;;E;raw;27;-0.174043166;-0.174043166
317;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare part;carotenoid-based;saturation;VIS;spectro;converted;;E;raw;27;-0.432772736;-0.432772736
318;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;E;raw;27;-0.08777119;0.08777119
319;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;E;raw;27;0.121919875;-0.121919875
320;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Mateo Lab;backward search;Taeniopygia guttata;zebra finches;Ciudad Real, Spain;1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;27;0.249062356;-0.249062356
321;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Isaksson's Lab;backward search;Taeniopygia guttata;zebra finches;Ciudad Real, Spain;1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;27;-0.374729093;0.374729093
322;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Isaksson's Lab;backward search;Taeniopygia guttata;zebra finches;"Tartu; Estonia";1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;saturation;VIS;spectro;NA;;E;raw;27;-0.15303409;-0.15303409
323;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Tartu; Estonia";1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;saturation;VIS;spectro;NA;;E;raw;27;0.126034889;0.126034889
324;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Ciudad Real; Spain";1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;hue;UV-VIS;spectro;NA;;E;raw;27;0.319266503;-0.319266503
325;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Ciudad Real; Spain";1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;hue;UV-VIS;spectro;NA;;E;raw;27;-0.166053985;0.166053985
326;49;Peneaux et al.;Detrimental effects of urbanization on the diet, health, and signal, coloration of an ecologically successful alien bird;2021;Griffin Lab;new;Acridotheres tristis;common (Indian) mynas;Australia;0;Acridotheres_tristis;M/F;AD;urbanisation;eye patch;bare part;carotenoid-based;other;UV-VIS;spectro;dietary;"""Dietary""; PC1 interpreted by authors as positively correlated with pigmentation";O;model;108;NA;0.279751443
327;49;Peneaux et al.;Detrimental effects of urbanization on the diet, health, and signal, coloration of an ecologically successful alien bird;2021;Griffin Lab;new;Acridotheres tristis;common (Indian) mynas;Australia;0;Acridotheres_tristis;M/F;AD;urbanisation;beak;bare part;carotenoid-based;other;UV-VIS;spectro;dietary;"""Dietary""; PC1 interpreted by authors as positively correlated with pigmentation";O;model;108;NA;0.064617067
328;49;Peneaux et al.;Detrimental effects of urbanization on the diet, health, and signal, coloration of an ecologically successful alien bird;2021;Griffin Lab;new;Acridotheres tristis;common (Indian) mynas;Australia;0;Acridotheres_tristis;M/F;AD;urbanisation;tarsus;bare part;carotenoid-based;other;UV-VIS;spectro;dietary;"""Dietary""; PC1 interpreted by authors as positively correlated with pigmentation";O;model;108;NA;0.084682238
329;50;Hutton et al.;Urban links to molt schedule, body condition and carotenoidbased coloration in the house finch Carpodacus mexicanus;2021;McGraw Lab;Web of Science;Carpodacus mexicanus;house finch;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;M;AD;urbanisation;feathers;feathers;carotenoid-based;hue;VIS;photo;converted;"""Converted""";O;model;18;0.477824556;-0.477824556
330;50;Hutton et al.;Urban links to molt schedule, body condition and carotenoidbased coloration in the house finch Carpodacus mexicanus;2021;McGraw Lab;Web of Science;Carpodacus mexicanus;house finch;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;M;AD;urbanisation;feathers;feathers;carotenoid-based;hue;VIS;photo;converted;"""Converted""";O;model;25;0.491302896;-0.491302896
331;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;crown;feathers;carotenoid-based;brightness;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;126;-0.01615;-0.01615
